"longitude,latitude",longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,num_ocean_proximity,ocean_proximity
-119.21 ; 37.25,-119.21,37.25,44.0,3042.0,697.0,335.0,115.0,4.1838,85600.0,1.0,INLAND
-119.22 ; 34.15,-119.22,34.15,32.0,3152.0,596.0,3490.0,526.0,2.725,450000.0,2.0,NEAR OCEAN
-119.22 ; 34.18,-119.22,34.18,17.0,3332.0,762.0,1797.0,673.0,4.4292,231200.0,2.0,NEAR OCEAN
-119.22 ; 34.27,-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158,223600.0,2.0,NEAR OCEAN
-119.22 ; 34.28,-119.22,34.28,24.0,2212.0,332.0,899.0,331.0,5.533,299700.0,2.0,NEAR OCEAN
-119.22 ; 34.34,-119.22,34.34,29.0,3128.0,672.0,1815.0,648.0,2.9821,175700.0,2.0,NEAR OCEAN
-119.22 ; 36.31,-119.22,36.31,17.0,2079.0,459.0,2022.0,462.0,1.5464,54100.0,1.0,INLAND
-119.23 ; 34.17,-119.23,34.17,18.0,6171.0,1490.0,2164.0,1210.0,3.6875,500001.0,2.0,NEAR OCEAN
-119.23 ; 34.19,-119.23,34.19,16.0,5297.0,810.0,1489.0,667.0,6.4522,500001.0,2.0,NEAR OCEAN
-119.23 ; 34.25,-119.23,34.25,28.0,26.0,3.0,29.0,9.0,8.0,275000.0,2.0,NEAR OCEAN
-119.23 ; 34.27,-119.23,34.27,25.5,3417.0,709.5,1579.5,661.5,4.0253,236900.0,2.0,NEAR OCEAN
-119.23 ; 34.28,-119.23,34.28,24.0,4260.0,691.0,1581.0,607.0,5.5048,303600.0,2.0,NEAR OCEAN
-119.23 ; 34.3,-119.23,34.3,18.0,1713.0,244.0,690.0,239.0,6.9483,404300.0,2.0,NEAR OCEAN
-119.23 ; 34.42,-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,325000.0,0.0,<1H OCEAN
-119.23 ; 35.74,-119.23,35.74,16.0,2275.0,659.0,1914.0,614.0,2.033,68400.0,1.0,INLAND
-119.23 ; 35.77,-119.23,35.77,26.0,2636.0,468.0,1416.0,485.0,4.1917,84000.0,1.0,INLAND
-119.23 ; 35.79,-119.23,35.79,31.0,2862.0,606.0,2467.0,600.0,2.3125,62100.0,1.0,INLAND
-119.23 ; 36.45,-119.23,36.45,36.0,1508.0,323.0,1283.0,312.0,2.1205,60000.0,1.0,INLAND
-119.24 ; 34.27,-119.24,34.27,32.0,4071.0,888.0,1900.0,874.0,3.2792,220500.0,2.0,NEAR OCEAN
-119.24 ; 34.28,-119.24,34.28,41.0,1280.0,240.0,608.0,252.0,4.4038,229100.0,2.0,NEAR OCEAN
-119.24 ; 35.67,-119.24,35.67,32.0,3216.0,750.0,2639.0,709.0,2.0025,54700.0,1.0,INLAND
-119.24 ; 35.68,-119.24,35.68,21.0,1885.0,398.0,1539.0,388.0,2.5208,58500.0,1.0,INLAND
-119.24 ; 35.77,-119.24,35.77,28.0,1737.0,521.0,1764.0,514.0,1.7813,67800.0,1.0,INLAND
-119.24 ; 36.33,-119.24,36.33,9.0,3289.0,621.0,1866.0,631.0,3.1599,95000.0,1.0,INLAND
-119.24 ; 36.8,-119.24,36.8,17.0,2052.0,405.0,975.0,340.0,2.6902,94400.0,1.0,INLAND
-119.25 ; 34.21,-119.25,34.21,12.0,15201.0,2418.0,7132.0,2251.0,5.6756,301800.0,2.0,NEAR OCEAN
-119.25 ; 34.26,-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,214900.0,2.0,NEAR OCEAN
-119.25 ; 34.27,-119.25,34.27,35.0,2532.0,407.0,1338.0,422.0,4.7727,219000.0,2.0,NEAR OCEAN
-119.25 ; 34.28,-119.25,34.28,36.0,1530.0,341.0,703.0,317.0,3.5819,231900.0,2.0,NEAR OCEAN
-119.25 ; 34.3,-119.25,34.3,34.0,1189.0,220.0,445.0,203.0,4.8824,396400.0,2.0,NEAR OCEAN
-119.25 ; 35.75,-119.25,35.75,36.0,1598.0,443.0,1658.0,417.0,1.517,52100.0,1.0,INLAND
-119.25 ; 35.76,-119.25,35.76,36.0,2332.0,656.0,2175.0,610.0,1.6045,57300.0,1.0,INLAND
-119.25 ; 35.77,-119.25,35.77,35.0,1618.0,378.0,1449.0,398.0,1.6786,56500.0,1.0,INLAND
-119.25 ; 35.78,-119.25,35.78,31.0,1720.0,364.0,1358.5,368.5,2.5195999999999996,64850.0,1.0,INLAND
-119.25 ; 35.79,-119.25,35.79,8.0,3271.0,797.0,2700.0,688.0,1.7418,62200.0,1.0,INLAND
-119.25 ; 36.23,-119.25,36.23,24.0,2015.0,355.0,1031.0,351.0,3.4306,139200.0,1.0,INLAND
-119.25 ; 36.27,-119.25,36.27,23.0,1494.0,275.0,678.0,235.0,2.6875,69100.0,1.0,INLAND
-119.25 ; 36.32,-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,72200.0,1.0,INLAND
-119.25 ; 36.56,-119.25,36.56,35.0,1675.0,373.0,1131.0,316.0,1.6722,59100.0,1.0,INLAND
-119.26 ; 34.27,-119.26,34.27,39.333333333333336,1806.0,386.0,913.6666666666666,388.0,3.7939666666666665,212000.0,2.0,NEAR OCEAN
-119.26 ; 34.28,-119.26,34.28,41.0,2328.5,437.5,985.5,424.5,3.9888000000000003,306150.0,2.0,NEAR OCEAN
-119.26 ; 35.87,-119.26,35.87,24.0,1590.0,390.0,1686.0,372.0,1.6469,47600.0,1.0,INLAND
-119.26 ; 36.3,-119.26,36.3,18.0,3578.0,720.0,1540.0,640.0,2.425,84600.0,1.0,INLAND
-119.26 ; 36.61,-119.26,36.61,33.0,560.0,90.0,310.0,113.0,2.5417,118800.0,1.0,INLAND
-119.27 ; 34.17,-119.27,34.17,15.0,11403.0,2131.0,3327.0,1585.0,4.3693,423300.0,2.0,NEAR OCEAN
-119.27 ; 34.26,-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,359100.0,2.0,NEAR OCEAN
-119.27 ; 34.27,-119.27,34.27,49.333333333333336,1116.0,244.66666666666666,593.3333333333334,240.0,3.351433333333333,202933.33333333334,2.0,NEAR OCEAN
-119.27 ; 34.28,-119.27,34.28,52.0,2239.0,420.0,941.0,397.0,4.125,349000.0,2.0,NEAR OCEAN
-119.27 ; 34.29,-119.27,34.29,32.0,2274.0,406.0,982.0,393.0,5.3254,385200.0,2.0,NEAR OCEAN
-119.27 ; 34.45,-119.27,34.45,15.0,1659.0,274.0,679.0,253.0,5.0,357900.0,0.0,<1H OCEAN
-119.27 ; 35.49,-119.27,35.49,39.0,2649.0,572.0,1815.0,547.0,2.3533,65400.0,1.0,INLAND
-119.27 ; 35.5,-119.27,35.5,21.0,2171.0,483.0,1315.0,450.0,1.7105,52100.0,1.0,INLAND
-119.27 ; 35.51,-119.27,35.51,28.0,1089.0,179.0,544.0,190.0,3.2279,95800.0,1.0,INLAND
-119.27 ; 35.87,-119.27,35.87,12.0,972.0,269.0,1134.0,286.0,1.63,49500.0,1.0,INLAND
-119.27 ; 35.88,-119.27,35.88,32.0,1393.0,343.0,1282.0,336.0,1.5069,43700.0,1.0,INLAND
-119.27 ; 35.89,-119.27,35.89,18.0,1855.0,424.0,1839.0,392.0,1.7572,53300.0,1.0,INLAND
-119.27 ; 36.05,-119.27,36.05,29.0,1016.0,174.0,481.0,140.0,2.2917,112500.0,1.0,INLAND
-119.27 ; 36.18,-119.27,36.18,23.0,3180.0,547.0,1829.0,498.0,2.6098,66000.0,1.0,INLAND
-119.27 ; 36.32,-119.27,36.32,7.5,3256.0,576.5,1656.5,566.0,4.42645,111650.0,1.0,INLAND
-119.27 ; 36.34,-119.27,36.34,7.0,3433.0,626.0,1793.0,626.0,3.5296,83700.0,1.0,INLAND
-119.27 ; 36.39,-119.27,36.39,17.0,2076.0,350.0,998.0,340.0,4.3281,145700.0,1.0,INLAND
-119.28 ; 34.27,-119.28,34.27,43.5,554.5,126.5,277.5,117.0,3.8377999999999997,275650.0,2.0,NEAR OCEAN
-119.28 ; 34.45,-119.28,34.45,36.0,2376.0,541.0,1505.0,547.0,2.4595,197600.0,0.0,<1H OCEAN
-119.28 ; 35.5,-119.28,35.5,34.0,1923.0,379.0,1101.0,351.0,2.4044,65800.0,1.0,INLAND
-119.28 ; 35.52,-119.28,35.52,36.0,786.0,194.0,573.0,134.0,2.2321,37500.0,1.0,INLAND
-119.28 ; 35.99,-119.28,35.99,20.0,2911.0,597.0,1746.0,588.0,1.7372,51000.0,1.0,INLAND
-119.28 ; 36.32,-119.28,36.32,16.0,2812.0,514.0,1620.0,523.0,3.7404,89200.0,1.0,INLAND
-119.28 ; 36.52,-119.28,36.52,19.0,1402.0,324.0,1327.0,316.0,2.25,53200.0,1.0,INLAND
-119.28 ; 36.54,-119.28,36.54,33.0,1470.0,330.0,1222.0,301.0,1.8163,57400.0,1.0,INLAND
-119.28 ; 37.11,-119.28,37.11,34.0,1901.0,394.0,171.0,73.0,3.0729,144600.0,1.0,INLAND
-119.29 ; 34.23,-119.29,34.23,22.0,2486.0,608.0,709.0,523.0,2.9018,275000.0,2.0,NEAR OCEAN
-119.29 ; 34.26,-119.29,34.26,32.0,3295.0,764.0,1344.0,600.0,3.6007,395500.0,2.0,NEAR OCEAN
-119.29 ; 34.28,-119.29,34.28,38.0,2387.0,748.0,1537.0,741.0,2.3147,192500.0,2.0,NEAR OCEAN
-119.29 ; 34.29,-119.29,34.29,33.0,3854.0,982.0,1835.0,894.0,3.5294,323900.0,2.0,NEAR OCEAN
-119.29 ; 34.3,-119.29,34.3,24.0,7637.0,1705.0,4647.0,1623.0,3.5385,186800.0,2.0,NEAR OCEAN
-119.29 ; 34.31,-119.29,34.31,25.0,1092.0,190.0,702.0,215.0,3.9063,192700.0,2.0,NEAR OCEAN
-119.29 ; 34.37,-119.29,34.37,41.0,1408.0,311.0,793.0,264.0,2.5441,161200.0,2.0,NEAR OCEAN
-119.29 ; 34.4,-119.29,34.4,22.0,3891.0,657.0,1727.0,581.0,4.2656,241400.0,2.0,NEAR OCEAN
-119.29 ; 34.44,-119.29,34.44,34.0,4314.0,878.0,2361.0,831.0,3.2279,243100.0,2.0,NEAR OCEAN
-119.29 ; 34.45,-119.29,34.45,26.0,2849.0,535.0,1383.0,532.0,2.6893,230800.0,0.0,<1H OCEAN
-119.29 ; 35.76,-119.29,35.76,15.0,3938.0,789.0,3500.0,768.0,2.1295,59800.0,1.0,INLAND
-119.29 ; 36.28,-119.29,36.28,23.0,1895.0,340.0,749.0,313.0,2.2333,120100.0,1.0,INLAND
-119.29 ; 36.3,-119.29,36.3,20.0,1157.0,179.0,572.0,191.0,5.3495,177300.0,1.0,INLAND
-119.29 ; 36.31,-119.29,36.31,14.0,2382.0,377.0,1278.0,386.0,5.1896,101900.0,1.0,INLAND
-119.29 ; 36.32,-119.29,36.32,31.666666666666668,1839.3333333333333,435.3333333333333,1108.6666666666667,408.3333333333333,1.5151666666666666,64900.0,1.0,INLAND
-119.29 ; 36.33,-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445,112500.0,1.0,INLAND
-119.29 ; 36.34,-119.29,36.34,24.333333333333332,1502.3333333333333,418.3333333333333,1696.0,403.3333333333333,1.5866999999999998,58300.0,1.0,INLAND
-119.29 ; 36.35,-119.29,36.35,15.0,1740.0,319.0,1332.0,308.0,2.5743,60200.0,1.0,INLAND
-119.29 ; 36.53,-119.29,36.53,33.0,1509.0,352.0,1734.0,336.0,1.625,50300.0,1.0,INLAND
-119.29 ; 36.54,-119.29,36.54,18.0,2581.0,628.0,2732.0,592.0,1.8429,58300.0,1.0,INLAND
-119.29 ; 36.55,-119.29,36.55,21.0,2467.0,520.0,1721.0,515.0,2.5521,65600.0,1.0,INLAND
-119.3 ; 34.29,-119.3,34.29,39.0,2746.0,722.3333333333334,2120.6666666666665,680.3333333333334,2.3096,165533.33333333334,2.0,NEAR OCEAN
-119.3 ; 34.42,-119.3,34.42,18.0,5591.0,1042.0,2860.0,1026.0,3.5822,219900.0,2.0,NEAR OCEAN
-119.3 ; 35.87,-119.3,35.87,20.0,1934.0,377.0,1341.0,336.0,2.1434,62600.0,1.0,INLAND
-119.3 ; 36.31,-119.3,36.31,16.0,2234.0,357.0,1150.0,361.0,4.2778,97300.0,1.0,INLAND
-119.3 ; 36.32,-119.3,36.32,23.0,3521.0,615.0,1712.0,636.0,3.3875,92500.0,1.0,INLAND
-119.3 ; 36.33,-119.3,36.33,44.0,2060.0,414.0,819.0,355.0,2.8795,77000.0,1.0,INLAND
-119.3 ; 36.34,-119.3,36.34,45.0,3723.0,831.0,2256.0,770.0,1.8299,63100.0,1.0,INLAND
-119.3 ; 36.57,-119.3,36.57,32.0,728.0,435.0,461.0,149.0,3.0156,109100.0,1.0,INLAND
-119.31 ; 34.38,-119.31,34.38,23.0,282.0,69.0,130.0,57.0,2.4375,225000.0,2.0,NEAR OCEAN
-119.31 ; 34.41,-119.31,34.41,22.0,2612.0,494.0,1361.0,439.0,4.1319,245000.0,2.0,NEAR OCEAN
-119.31 ; 34.44,-119.31,34.44,5.0,403.0,48.0,208.0,54.0,12.632,500001.0,2.0,NEAR OCEAN
-119.31 ; 34.7,-119.31,34.7,19.0,961.0,218.0,479.0,138.0,3.3438,156300.0,1.0,INLAND
-119.31 ; 36.06,-119.31,36.06,20.0,2236.0,434.0,1405.0,412.0,1.8827,48700.0,1.0,INLAND
-119.31 ; 36.2,-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453,74500.0,1.0,INLAND
-119.31 ; 36.3,-119.31,36.3,20.0,1256.0,209.0,566.0,195.0,4.0221,86300.0,1.0,INLAND
-119.31 ; 36.31,-119.31,36.31,18.0,3860.0,760.0,1643.0,664.0,2.0714,92600.0,1.0,INLAND
-119.31 ; 36.32,-119.31,36.32,33.5,2488.5,450.0,1105.0,434.0,3.3015499999999998,98900.0,1.0,INLAND
-119.31 ; 36.33,-119.31,36.33,46.0,1636.0,338.0,772.0,332.0,2.425,84900.0,1.0,INLAND
-119.31 ; 36.34,-119.31,36.34,23.0,2439.0,530.0,1997.0,516.0,1.81655,59650.0,1.0,INLAND
-119.31 ; 36.39,-119.31,36.39,32.0,2293.0,466.0,1538.0,468.0,1.9342,68600.0,1.0,INLAND
-119.31 ; 36.62,-119.31,36.62,29.0,1158.0,302.0,1245.5,286.5,1.58865,51850.0,1.0,INLAND
-119.31 ; 36.63,-119.31,36.63,26.0,1874.0,416.0,1834.0,432.0,1.6486,55200.0,1.0,INLAND
-119.32 ; 34.35,-119.32,34.35,16.0,52.0,16.0,51.0,15.0,2.475,225000.0,2.0,NEAR OCEAN
-119.32 ; 36.19,-119.32,36.19,11.0,2208.5,455.5,1437.0,448.0,2.2156000000000002,71000.0,1.0,INLAND
-119.32 ; 36.2,-119.32,36.2,20.0,1494.5,260.5,866.5,254.0,2.82465,73900.0,1.0,INLAND
-119.32 ; 36.21,-119.32,36.21,27.0,1790.0,346.0,1021.5,341.0,2.81385,70700.0,1.0,INLAND
-119.32 ; 36.25,-119.32,36.25,21.0,1231.0,435.0,609.0,206.0,2.8365,90000.0,1.0,INLAND
-119.32 ; 36.3,-119.32,36.3,14.5,2272.0,457.0,1205.5,412.5,2.8517,91300.0,1.0,INLAND
-119.32 ; 36.31,-119.32,36.31,21.0,2309.0,424.0,1047.0,453.0,2.9886,87500.0,1.0,INLAND
-119.32 ; 36.32,-119.32,36.32,32.0,2362.5,411.5,995.5,409.0,4.03555,88150.0,1.0,INLAND
-119.32 ; 36.33,-119.32,36.33,19.0,2249.5,372.0,916.0,350.0,6.8157,194800.0,1.0,INLAND
-119.32 ; 36.62,-119.32,36.62,15.0,1070.0,256.0,1070.0,243.0,1.5642,51500.0,1.0,INLAND
-119.33 ; 35.59,-119.33,35.59,20.0,3085.0,691.0,2645.0,676.0,1.7868,54100.0,1.0,INLAND
-119.33 ; 35.6,-119.33,35.6,32.0,2703.0,683.0,2682.0,675.0,1.4619,60500.0,1.0,INLAND
-119.33 ; 36.19,-119.33,36.19,27.0,418.0,163.0,332.0,141.0,1.0714,63800.0,1.0,INLAND
-119.33 ; 36.22,-119.33,36.22,19.0,2741.5,483.5,1380.0,456.5,3.8525,99000.0,1.0,INLAND
-119.33 ; 36.28,-119.33,36.28,16.0,2624.0,527.0,1077.0,520.0,2.125,104200.0,1.0,INLAND
-119.33 ; 36.3,-119.33,36.3,11.5,2608.5,393.5,1288.0,435.0,5.190049999999999,124700.0,1.0,INLAND
-119.33 ; 36.31,-119.33,36.31,16.0,1936.5,318.5,996.0,333.0,4.7242999999999995,110150.0,1.0,INLAND
-119.33 ; 36.32,-119.33,36.32,19.5,2817.75,556.5,1383.0,527.0,3.22555,94050.0,1.0,INLAND
-119.33 ; 36.89,-119.33,36.89,15.0,1879.0,411.0,755.0,294.0,2.0,83300.0,1.0,INLAND
-119.34 ; 34.39,-119.34,34.39,27.0,669.0,131.0,314.0,106.0,2.4659,231300.0,2.0,NEAR OCEAN
-119.34 ; 35.59,-119.34,35.59,33.0,3240.0,654.0,1809.0,616.0,2.3934,71900.0,1.0,INLAND
-119.34 ; 35.6,-119.34,35.6,16.0,1584.0,309.0,1011.0,268.0,2.4961,58800.0,1.0,INLAND
-119.34 ; 36.2,-119.34,36.2,12.0,1632.0,378.0,1303.0,315.0,2.0333,54400.0,1.0,INLAND
-119.34 ; 36.21,-119.34,36.21,26.0,1907.0,470.0,1351.0,468.5,1.1510500000000001,61400.0,1.0,INLAND
-119.34 ; 36.22,-119.34,36.22,38.0,2708.0,460.0,1260.0,455.0,3.0905,78200.0,1.0,INLAND
-119.34 ; 36.23,-119.34,36.23,12.0,4965.0,872.0,2191.0,804.0,3.5611,90200.0,1.0,INLAND
-119.34 ; 36.3,-119.34,36.3,13.0,2394.0,458.0,1177.0,389.0,2.6875,74400.0,1.0,INLAND
-119.34 ; 36.31,-119.34,36.31,14.0,1635.0,422.0,870.0,399.0,2.7,88900.0,1.0,INLAND
-119.34 ; 36.32,-119.34,36.32,10.0,2235.0,415.5,1201.0,413.5,3.5412,86500.0,1.0,INLAND
-119.34 ; 36.33,-119.34,36.33,17.0,2250.0,430.0,1218.0,468.0,4.1812,93700.0,1.0,INLAND
-119.34 ; 36.34,-119.34,36.34,5.0,4505.0,834.0,1917.0,775.0,4.0144,126600.0,1.0,INLAND
-119.34 ; 36.62,-119.34,36.62,26.0,1922.0,339.0,1148.0,332.0,2.6058,92200.0,1.0,INLAND
-119.34 ; 37.12,-119.34,37.12,23.0,1881.0,380.0,64.0,37.0,3.875,125000.0,1.0,INLAND
-119.35 ; 36.16,-119.35,36.16,21.0,2751.0,602.0,1496.0,489.0,2.3882,49200.0,1.0,INLAND
-119.35 ; 36.19,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,67800.0,1.0,INLAND
-119.35 ; 36.2,-119.35,36.2,30.0,1860.5,393.0,1376.5,386.0,1.9863,50950.0,1.0,INLAND
-119.35 ; 36.21,-119.35,36.21,26.0,2481.0,586.0,1445.0,498.0,1.6378,60300.0,1.0,INLAND
-119.35 ; 36.22,-119.35,36.22,29.0,2051.0,351.0,915.0,343.0,3.1944,106800.0,1.0,INLAND
-119.35 ; 36.32,-119.35,36.32,10.0,3817.0,719.0,1686.0,714.0,3.8235,94600.0,1.0,INLAND
-119.35 ; 36.42,-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,123800.0,1.0,INLAND
-119.35 ; 36.52,-119.35,36.52,39.0,3027.0,608.0,2199.0,592.0,2.6445,62000.0,1.0,INLAND
-119.36 ; 35.55,-119.36,35.55,29.0,510.0,84.0,236.0,73.0,2.7,125000.0,1.0,INLAND
-119.36 ; 36.2,-119.36,36.2,33.0,1955.0,398.0,1412.0,397.0,2.25,51500.0,1.0,INLAND
-119.36 ; 36.21,-119.36,36.21,25.0,1170.0,259.0,804.0,257.0,1.3889,50200.0,1.0,INLAND
-119.36 ; 36.22,-119.36,36.22,10.0,2445.0,526.0,1262.0,476.0,1.9355,68300.0,1.0,INLAND
-119.36 ; 36.33,-119.36,36.33,11.0,3221.0,617.0,1351.0,565.0,2.9844,132000.0,1.0,INLAND
-119.37 ; 36.19,-119.37,36.19,24.0,1306.0,266.0,889.0,276.0,2.4922,66100.0,1.0,INLAND
-119.37 ; 36.21,-119.37,36.21,35.0,2228.0,476.0,1567.0,449.0,1.4455,54100.0,1.0,INLAND
-119.37 ; 36.47,-119.37,36.47,26.0,337.0,69.0,277.0,73.0,2.3438,100000.0,1.0,INLAND
-119.38 ; 35.49,-119.38,35.49,34.0,2304.0,437.0,1506.0,403.0,2.2071,64600.0,1.0,INLAND
-119.38 ; 36.3,-119.38,36.3,14.0,1932.0,330.0,997.0,291.0,3.6875,93200.0,1.0,INLAND
-119.38 ; 36.53,-119.38,36.53,38.0,1281.0,435.0,1423.0,293.0,1.9602,51400.0,1.0,INLAND
-119.38 ; 36.54,-119.38,36.54,33.0,2465.0,536.0,2030.0,522.0,1.5223,51800.0,1.0,INLAND
-119.38 ; 36.55,-119.38,36.55,31.0,2342.0,439.0,1411.0,465.0,3.017,72000.0,1.0,INLAND
-119.38 ; 36.56,-119.38,36.56,19.5,2572.5,513.0,1278.0,472.5,2.3817500000000003,90000.0,1.0,INLAND
-119.39 ; 36.54,-119.39,36.54,32.0,1499.0,374.0,1228.0,365.5,1.76165,59050.0,1.0,INLAND
-119.39 ; 36.55,-119.39,36.55,30.0,1669.0,314.0,837.0,325.0,3.3869,80400.0,1.0,INLAND
-119.39 ; 36.64,-119.39,36.64,38.0,949.0,190.0,578.0,187.0,2.3618,80000.0,1.0,INLAND
-119.4 ; 36.04,-119.4,36.04,39.0,915.0,199.0,580.0,175.0,1.8894,112500.0,1.0,INLAND
-119.4 ; 36.53,-119.4,36.53,28.0,2201.0,429.0,1524.0,412.0,2.75,65000.0,1.0,INLAND
-119.4 ; 36.55,-119.4,36.55,19.0,3000.0,628.0,2202.0,590.0,2.5141,67400.0,1.0,INLAND
-119.4 ; 36.59,-119.4,36.59,37.0,1486.0,296.0,977.0,290.0,3.5074,93800.0,1.0,INLAND
-119.41 ; 36.35,-119.41,36.35,20.0,1743.0,340.0,1390.0,336.0,2.2222,52900.0,1.0,INLAND
-119.41 ; 36.68,-119.41,36.68,18.0,1802.0,332.0,945.0,292.0,3.4044,115300.0,1.0,INLAND
-119.42 ; 35.19,-119.42,35.19,26.0,890.0,172.0,483.0,170.0,4.15,68200.0,1.0,INLAND
-119.42 ; 35.4,-119.42,35.4,24.0,2585.0,480.0,1442.0,424.0,2.8452,104700.0,1.0,INLAND
-119.42 ; 36.35,-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,48000.0,1.0,INLAND
-119.43 ; 36.55,-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,2.75,93500.0,1.0,INLAND
-119.43 ; 36.59,-119.43,36.59,15.0,1371.0,306.0,1266.0,309.0,1.767,63300.0,1.0,INLAND
-119.43 ; 36.61,-119.43,36.61,19.0,1484.0,296.0,1296.0,298.0,2.4219,65800.0,1.0,INLAND
-119.44 ; 36.48,-119.44,36.48,27.0,1546.0,415.0,1704.0,395.0,1.1728,41700.0,1.0,INLAND
-119.44 ; 36.59,-119.44,36.59,30.0,1248.0,283.0,1046.0,273.0,2.1705,62150.0,1.0,INLAND
-119.44 ; 36.6,-119.44,36.6,19.5,1608.5,396.0,1542.0,372.0,2.164,70850.0,1.0,INLAND
-119.44 ; 36.61,-119.44,36.61,17.0,1531.0,280.0,775.0,246.0,3.9073,91600.0,1.0,INLAND
-119.44 ; 38.53,-119.44,38.53,20.0,1963.0,434.0,682.0,273.0,1.5817,97800.0,1.0,INLAND
-119.45 ; 35.13,-119.45,35.13,34.0,1440.0,309.0,808.0,294.0,2.3013,26600.0,1.0,INLAND
-119.45 ; 35.16,-119.45,35.16,34.0,3437.0,696.0,1783.0,608.0,2.3912,52900.0,1.0,INLAND
-119.45 ; 36.09,-119.45,36.09,18.0,408.0,82.0,253.0,75.0,2.0313,112500.0,1.0,INLAND
-119.45 ; 36.16,-119.45,36.16,27.0,2119.0,373.0,1268.0,345.0,2.8152,106900.0,1.0,INLAND
-119.45 ; 36.35,-119.45,36.35,22.0,1824.0,333.0,1076.0,282.0,2.3365,69600.0,1.0,INLAND
-119.45 ; 36.48,-119.45,36.48,38.0,402.0,86.0,311.0,87.0,3.1719,106300.0,1.0,INLAND
-119.45 ; 36.58,-119.45,36.58,18.0,1425.0,280.0,753.0,266.0,3.7813,87300.0,1.0,INLAND
-119.45 ; 36.59,-119.45,36.59,34.5,1511.5,278.5,871.5,258.0,2.75625,75150.0,1.0,INLAND
-119.45 ; 36.61,-119.45,36.61,24.0,1302.0,435.0,693.0,243.0,3.7917,90500.0,1.0,INLAND
-119.45 ; 37.21,-119.45,37.21,17.0,3538.0,726.0,1603.0,629.0,2.9449,95600.0,1.0,INLAND
-119.46 ; 35.13,-119.46,35.13,46.0,2745.0,543.0,1423.0,482.0,2.1955,26900.0,1.0,INLAND
-119.46 ; 35.17,-119.46,35.17,40.0,4164.0,812.0,1998.0,773.0,2.8323,50800.0,1.0,INLAND
-119.46 ; 36.61,-119.46,36.61,13.0,1348.0,258.0,719.0,246.0,3.625,108300.0,1.0,INLAND
-119.46 ; 36.91,-119.46,36.91,12.0,2980.0,495.0,1184.0,429.0,3.9141,123900.0,1.0,INLAND
-119.47 ; 35.13,-119.47,35.13,44.0,4599.0,877.0,2140.0,831.0,2.9952,63800.0,1.0,INLAND
-119.47 ; 35.14,-119.47,35.14,19.0,4190.0,690.0,1973.0,702.0,3.9929,88300.0,1.0,INLAND
-119.47 ; 35.4,-119.47,35.4,32.0,2167.0,421.0,1301.0,394.0,1.9718,69800.0,1.0,INLAND
-119.47 ; 36.69,-119.47,36.69,19.0,3351.0,589.0,1578.0,542.0,3.2917,160100.0,1.0,INLAND
-119.48 ; 35.17,-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3.125,37500.0,1.0,INLAND
-119.48 ; 36.44,-119.48,36.44,22.0,1389.0,290.0,1185.0,271.0,2.0857,49200.0,1.0,INLAND
-119.48 ; 36.5,-119.48,36.5,32.0,3451.0,625.0,1968.0,574.0,2.9554,110300.0,1.0,INLAND
-119.48 ; 36.54,-119.48,36.54,28.0,2112.0,363.0,1011.0,335.0,4.2222,108900.0,1.0,INLAND
-119.49 ; 34.39,-119.49,34.39,17.0,4617.0,982.0,2303.0,923.0,3.9224,230600.0,2.0,NEAR OCEAN
-119.49 ; 36.58,-119.49,36.58,21.0,2106.0,410.0,867.0,380.0,1.9913,95300.0,1.0,INLAND
-119.5 ; 34.35,-119.5,34.35,39.0,308.0,38.0,59.0,21.0,11.7794,500001.0,2.0,NEAR OCEAN
-119.5 ; 35.27,-119.5,35.27,23.0,3827.0,696.0,1993.0,617.0,3.0742,57900.0,1.0,INLAND
-119.5 ; 36.62,-119.5,36.62,34.0,1440.0,267.0,1018.0,265.0,2.2206,63400.0,1.0,INLAND
-119.5 ; 36.74,-119.5,36.74,20.0,1089.0,208.0,531.0,212.0,4.5938,106900.0,1.0,INLAND
-119.51 ; 34.39,-119.51,34.39,32.0,1921.0,394.0,951.0,334.0,3.233,346000.0,2.0,NEAR OCEAN
-119.51 ; 34.4,-119.51,34.4,15.0,1112.0,256.0,411.0,245.0,2.0625,314300.0,2.0,NEAR OCEAN
-119.51 ; 34.46,-119.51,34.46,28.0,3506.0,563.0,1362.0,483.0,6.091,500001.0,0.0,<1H OCEAN
-119.51 ; 37.32,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,214300.0,1.0,INLAND
